gene_id	Bark1	Bark2	Bark3	Flower1	Flower2	Flower3	Fruit1	Fruit2	Fruit3	Leaf1	Leaf2	Leaf3	Root1	Root2	Root3	Wood1	Wood2	Wood3
Khe07355	45.78	45.66	44.62	16.37	17.95	16.65	7.86	8.31	8.22	40.05	40.59	41.19	55.95	78.36	76.89	20.25	20.67	19.08
Khe07357	121.38	111.06	117.33	58.97	60.91	61.68	48.32	50.27	47.24	175.32	170.79	177.34	46.35	65.63	67.92	37.66	40.86	36.29
Khe07362	14.3	16.15	16.96	213.08	210.03	215.02	171.07	186.75	196.2	202.88	204.38	209.43	14.37	3.38	3.92	4.84	5.25	4.06
Khe07363	21.97	22.02	22.82	207.48	197.81	194.47	168.01	183.74	191.96	234.97	237.45	242.99	13.64	3.16	3.48	6.53	7.43	5.95
Khe07365	0.03	0	0	0	0	0	0	0.03	0	0.3	0.35	0.27	0	0	0	0	0	0
Khe07366	3.11	3.97	3.41	60.79	56.98	53.09	59.54	48.13	51.88	78.09	82.16	73.68	4.38	1.5	1.72	0.98	0.93	1.29
Khe07370	15.78	14.57	16.53	23.01	21.15	21.44	84.13	81.82	84.01	4.16	4.63	4.54	20.54	14.51	13.83	13.46	13.7	13.09
Khe07387	1.14	1.11	1.24	2.73	3.37	2.65	1.31	1.85	1.9	8.05	8.5	9.26	0.13	0	0.1	0.73	0.38	0.36
Khe07389	24.03	22.87	21.41	40.65	36.84	42.58	31.39	29.4	38.42	111.18	114.15	111.31	0.23	0.58	0.99	11.54	12.44	13.94
Khe07390	8.42	6.91	9.27	18.29	17.26	17.07	16.93	16.01	16.74	30.16	34.62	30.12	0.14	0.71	1.21	5.35	3.32	4.26
Khe07391	27.83	29.03	28.23	13.48	13.63	13.7	15.56	14.83	16.73	4.82	4.68	5.65	0.52	0.44	0.48	9.82	9.31	9.51
Khe07394	0	0.07	0.03	3.03	3.07	2.82	0.96	1.04	1.16	0	0	0	3.66	6.12	6.2	0	0	0.02
Khe07396	0	0	0	0	0	0	7.89	7.82	8.42	0	0	0	0	0	0	0	0	0
Khe07399	0.07	0.03	0.06	0	0	0	0	0	0	3.31	2.53	2.51	15.84	13.96	14.03	0.03	0	0.02
Khe07400	0.59	0.63	0.3	0.64	0.44	0.57	1.87	1.47	1.71	1.66	1.3	1.23	0.67	0.28	0.29	0.27	0.09	0.16
Khe07402	1.15	1.48	1.12	0.98	0.84	1.02	1.78	1.78	2.13	9.36	10.12	9.53	1.24	1.75	1.72	0.19	0.18	0.3
Khe07799	5.58	4.96	4.63	1.61	1.43	1.53	0.68	0.46	0.53	3.47	3.72	3.58	9.32	3.65	3.36	45.51	45.73	43.99
Khe08101	1.29	1.34	1.12	1.24	1.12	1.21	1.91	1.78	1.78	5.57	4.43	5.77	1.2	1.31	1.53	0.97	0.51	0.73
Khe08119	5.91	6.94	5.57	5.95	5.14	6.15	7.25	7.35	7.18	15.87	14.81	14.68	7.25	10.74	10.44	5.27	4.77	4.66
Khe08273	0.69	0.77	0.75	19.95	20.58	19.97	19.35	18.56	21.18	0	0	0.05	0.18	0.26	0.41	0.2	0.1	0.32
Khe08274	0.3	0.42	0.28	5.67	5.64	4.47	7.82	6.95	7.3	0	0.02	0	0.08	0.04	0.18	0.1	0.05	0.05
Khe08277	0.04	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.05	0	0
Khe08547	0.1	0.22	0.15	0.45	0.44	0.18	0	0	0	0.09	0.03	0.05	0.96	0.28	0.23	6.25	6.37	5.56
Khe08551	87.19	83.79	87.44	0.54	0.74	1.05	0.84	0.24	0.57	164.23	159.76	164.5	56.84	76.45	79.79	81.13	79.56	84.38
Khe08553	64.14	68.97	65.75	14.81	15.41	15.73	19.51	19.87	19.42	46.81	46.34	45.35	53.22	33.04	32.37	59.2	60.98	57.21
Khe08560	0.88	0.9	1.19	0.64	0.96	1.05	0.52	0.56	0.49	12.68	11.55	12.06	35.31	27.02	27.9	1.36	1.44	1.19
Khe08766	0.31	0.28	0.48	0.07	0.11	0.1	0.84	0.82	0.79	2.4	3.01	2.92	3.95	1	0.95	0.99	1.09	0.77
Khe08950	95.59	97.93	96.48	42.87	42.29	43.46	25.23	24.54	25.12	58.9	61.18	59.81	161.99	131.82	133.85	61.42	62.89	59.39
Khe09521	0	0	0	0.08	0.07	0.13	0.53	0.68	0.72	0	0	0	21.07	33.8	36	0	0	0
Khe09524	101.37	108.44	107.05	42.61	45.36	44.49	34.4	34.96	37.18	157.83	143.55	149.52	55.8	66.4	65.93	19.29	18.52	17.57
Khe09532	0	0	0	0	0.03	0.02	0	0	0	0	0	0	0	0	0.03	0	0	0
Khe09533	15.53	16.69	15.77	6.45	6.76	6.56	4.45	5.63	5.04	585.51	546.68	577.7	13.98	41.51	42.36	0.47	0.51	0.27
Khe09534	29.69	30.27	30.19	7.05	8.06	7.84	6.09	5.63	5.31	147.31	139.41	147.6	18.89	31.34	29.53	10.48	9.94	10.03
Khe09535	0.1	0	0	0	0	0	0	0	0	0.03	0	0	0	0.07	0	0	0	0.03
Khe09538	14.64	14.58	14.61	0.1	0.09	0.16	0.26	0.26	0.31	4.65	4.88	4.48	2.65	0.8	0.74	12.86	13.96	13.33
Khe09540	0.72	0.99	1.2	0.86	0.81	0.68	0.87	0.79	1.11	0.31	0.19	0.31	20.44	37.75	38.99	0.67	1.08	0.87
Khe09545	0.42	0.23	0.29	0	0	0.06	0	0.15	0.12	0.16	0.06	0	0.82	4.82	4.35	0.43	0.48	0.39
Khe09638	0	0	0	0	0	0	0	0	0	2.51	3.09	2.85	0	0	0	0	0	0
Khe09662	0	0.02	0.02	0.01	0	0.07	0.52	0.4	0.6	0.1	0.07	0.02	0.92	10.26	11.31	0	0.02	0.05
Khe09957	0.25	0.09	0.46	1.56	1.24	1.08	1.82	1.89	1.3	0	0	0	3.03	0.34	0.32	0	0	0
Khe09960	4.1	5.06	3.55	0	0	0.2	0	0.2	0.42	0	0	0	7.04	0.99	2.26	0	0	0
Khe09962	304.25	311.84	308.1	1.25	1.19	1.11	1.37	1.54	1.59	0.17	0.14	0.14	41.32	15.61	15.32	7.97	7.93	8.11
Khe09968	25.09	27.37	26.06	7.48	10.54	8.88	7.28	7.73	8.33	0.74	0.47	0.24	17.34	6.38	5.69	26.68	27.36	24.94
Khe09978	12.16	12.08	12.32	4.6	4.72	4.43	3.06	2.99	3.45	0.23	0.33	0.34	8.9	3.15	2.53	14.35	13.92	13.55
Khe10007	38.44	31.9	39.6	780.19	774.35	751.78	639.01	660.91	638.94	0.68	0.38	0.39	47.73	29.92	28.92	1.27	2.6	1.99
Khe10011	5.56	4.59	5.82	108.26	109.78	108.12	102.82	95.48	94.42	0.1	0.11	0.07	9.62	5.92	6.91	0.18	0.2	0.29
Khe10028	13.88	11.11	13.9	612.51	643.54	641.96	526.17	530.39	525.73	0.17	0.21	0.22	13.49	11.04	10.95	0.52	0.69	0.54
Khe10029	20.43	17.88	22.11	240.8	259.3	266.22	220.93	236.41	230.81	0.61	0.29	0.62	41.22	46.55	45.8	1.47	0.9	1.26
Khe10114	2.52	2.2	2.89	4.3	4.37	4.35	1.31	1.35	1.26	0.3	0.33	0.27	1.19	1.33	1.46	0.64	0.71	0.62
Khe10169	0.23	0.3	0.21	2.07	1.76	2.05	0.13	0.12	0.35	1.54	1.51	1.32	1.81	1.61	1.92	0	0	0
Khe10210	29.36	33.82	30.34	16.98	16.79	17.57	3.84	3.76	4.25	3.02	3.11	3.02	1.2	0.48	0.59	21.44	23.8	19.49
Khe10260	1.57	1.26	0.88	147.16	154.41	156.37	135.7	135.4	139.65	0	0	0.04	3.07	10.13	10.8	0.53	0.4	0.51
Khe10263	0.44	0.56	0.24	0.11	0.11	0.04	0.1	0.03	0.07	0	0	0	56.83	16.95	17.97	0.03	0.03	0
Khe10305	0.66	0.75	0.59	0.18	0.17	0.08	0.35	0.18	0.39	1.16	0.66	1.17	19.78	42.48	38.66	0.23	0.14	0.1
Khe10564	0	0	0	0	0	0	0	0	0	0	0	0	6.76	8.99	9.32	0.1	0	0
Khe11183	44.34	35.61	44.21	466.33	472.74	465.12	602.32	626.47	622.57	0.87	0.65	0.45	106.32	171.22	165.09	10.48	10.02	10.91
Khe11439	57.27	55.99	58.17	180.06	188.77	186.49	355.48	357.79	364.09	51.42	48.71	51.93	56.42	73.35	75.65	76.02	78.56	74.75
Khe11492	0.64	1.04	0.48	0.86	1.3	1.21	0.05	0.02	0	1.43	1.18	1.08	89.14	122.18	127.02	0.36	0.41	0.37
Khe11604	7.24	7.59	7.44	1.66	1.72	1.95	1.31	1.46	1.31	0.43	0.36	0.45	21.57	10.95	11.4	0.11	0.27	0.1
Khe11609	2.56	2.2	2.66	9.2	9.52	8.32	12.83	10.78	10.74	79.46	77.1	77.2	102.81	71.55	71.99	0.07	0.07	0
Khe11684	4.63	6.29	3.96	1.63	1.23	1.14	0.84	0.72	0.97	10.95	10.71	10.34	6.28	2.7	2.74	0.3	0.05	0.22
Khe11687	1.55	1.71	1.32	0.15	0.18	0.1	0.05	0.16	0.05	2.98	2.43	3.24	0.16	0.17	0.15	0.14	0.08	0
Khe11752	1.36	1.29	1.32	1.3	1.17	1.7	1.01	0.97	1.37	0.35	0.15	0.28	1.38	0.39	0.62	0.22	0.17	0.24
Khe11806	0	0	0	0.01	0	0	2.63	2.21	2.16	0.03	0.1	0.05	0	0	0	0	0	0
Khe11808	2.21	1.94	2.11	11.96	12.76	11.97	6.01	5.34	6.51	10.03	11.15	9.82	1.34	1.61	1.45	0.5	0.63	0.53
Khe11809	2.9	2.18	2.29	1.14	1.16	1.32	0.74	0.62	0.81	6.54	6.03	6.31	3.86	4.61	4.29	0.91	1.12	1.34
Khe11811	1.03	1.07	0.87	5.06	5.26	5.27	8.51	9.22	8.47	2.85	3.69	3.25	8.56	11.48	10.97	1.07	1.04	1.2
Khe12632	14.66	14.14	15.8	4.7	4.31	5.09	3.92	4.88	4.38	0.81	0.53	1.03	12.07	7.59	7.4	2.2	1.91	1.54
Khe12802	9	10.63	8.78	15.63	15.04	15.73	13.56	15.18	14.75	20.76	20.8	19.26	8.74	7.55	8.03	8.2	7.77	7.76
Khe12926	12.83	10.79	12.27	67.79	65.01	65.21	127.24	136.74	135.4	0.56	0.41	0.3	96.36	87.79	82.11	42.22	41.81	42.22
Khe13097	13.56	15.25	14.49	50.11	48.47	48.23	80.72	81.87	85.59	7.56	7.58	7.94	2	3.14	2.87	2.29	2.67	2.7
Khe13383	6.42	6.16	5.85	5.96	6.14	5.14	4.07	3.82	4.09	3.45	3.11	3.69	6.02	7.22	7.23	4.75	4.41	4.87
Khe13385	1.27	1.02	0.72	1.91	2.43	2.1	1.16	1.63	1.37	6.2	5.49	5.98	3.77	3.03	3.2	0.65	0.87	0.77
Khe13612	18.89	19.12	20.32	33.36	33.07	33.15	21.57	21.47	20.67	29.67	28.97	29.25	0.63	1.28	1.36	8.52	9.03	10.33
Khe13613	2.6	2.48	2.52	1.17	1.09	0.93	1.34	1.44	1.31	11.56	11.7	10.64	0.75	1.38	1.13	0.62	0.96	0.72
Khe13615	5.61	6.58	6	21.37	20.63	21.68	23.29	24.27	22.62	38.68	37.21	39.12	3.28	5.59	5.93	5.69	6.11	6.16
Khe13617	1.23	1.09	0.75	5.2	5.19	5.4	11.23	11.1	11.59	13.45	13.83	13.96	0.45	2.12	2.08	0.03	0.1	0.1
Khe13628	17.4	16.98	16.97	21.18	21.16	21.85	13.66	14.22	13.57	13.63	13.6	13.15	20.22	29.72	30.83	18.5	19.35	18.91
Khe13633	40.88	38.63	41.72	87.67	83.74	83.45	79.48	77.61	80.86	762.11	767.76	775.14	21.1	24.48	25.96	34.06	30.64	31.76
Khe13635	1.23	1.32	1.48	0.67	0.66	0.95	1.83	1.59	1.66	38.19	34.66	40.85	0.19	0.12	0.08	0.14	0.22	0.25
Khe13940	2.54	3.36	2.86	13.72	14.3	14.99	19.8	19.46	19.19	1.35	1.45	1.37	0.43	0.54	0.37	2.78	2.9	3.01
Khe14078	8.63	8.57	8.58	3.07	2.5	2.95	4.68	4.69	5.02	1.25	0.93	1.01	10.1	13.18	13.27	43.36	40.98	41.05
Khe14242	8.02	8.88	7.11	7.58	6.82	7.2	1.4	1.25	1.37	0.19	0.16	0.2	2.31	4.42	3.72	1.31	0.86	0.71
Khe14453	1.86	1.99	1.79	1.18	1.12	0.86	3.76	3.84	4.09	0.32	0.32	0.31	27.96	36.58	35.37	84.77	87.98	85.05
Khe15241	5.92	6.07	7	6.99	7.16	7.3	6.12	6.41	5.98	45.22	45.24	46.15	0.23	0.43	0.57	6.18	6.2	4.95
Khe15772	3.32	3.05	3.37	0.56	0.42	0.33	0.7	0.51	0.64	1.23	1.14	0.7	343.68	222.65	212.46	0.66	1.28	1.12
Khe15844	23.39	23.21	22.79	8.85	8.75	9.12	12.36	12.22	13.83	5.95	5.24	5.17	14.87	21.77	21.38	11.53	12.28	12.72
Khe15849	30.36	29.98	29.61	3.46	3.26	3.49	5.1	7.36	4.79	9.65	11.16	10.01	16.3	16.82	16.46	17.15	16.7	17.15
Khe15850	29.23	32.75	28.27	11.57	10.8	9.62	5.26	4.96	5.32	2.25	1.52	1.94	41.3	58.05	54.93	3.4	3.67	3.89
Khe15854	224.43	216.84	218.56	141.99	144.49	148.09	179.92	182.29	186.21	184.62	184.57	189.01	69.04	54.22	53.19	182	188.84	184.31
Khe15856	97.76	97.29	97.05	12.93	13.63	13.06	14.15	15.07	14.25	6.94	6.7	7.35	141.8	87.98	88.28	77.56	82.76	78.67
Khe15859	8.27	7.58	8.71	8.6	7.81	8.29	3.55	3.55	3.79	37	37.85	38.31	0.62	1.25	1.15	2.79	2.93	2.4
Khe15863	70.91	69.31	68.39	46.89	44.2	43.23	37.46	45.58	47.35	50.27	56.24	55.16	30.67	17.38	17.76	63.07	68.41	65.45
Khe15865	2.18	2.99	2.75	1.64	1.6	1.71	1.82	1.88	1.92	0.36	0.22	0.3	0.03	1.15	1.15	0.49	0.54	0.53
Khe15867	11.57	12.3	11.34	0.82	0.86	0.81	0.93	0.71	0.82	0.28	0.2	0.24	2.57	5.19	5.54	1.92	1.59	1.84
Khe15869	1.49	1.3	1.81	123.48	123.85	130.46	71.28	70.15	73.21	0	0.06	0	10.64	3.67	3.11	0.19	0.14	0.09
Khe15870	2.15	1.56	2.02	232.46	222.1	221.35	102.87	105.68	107.82	0.11	0.06	0.03	2.04	3.78	4.04	1.25	1.23	1.45
Khe15873	28.89	30.59	31.48	24.77	22.26	25.2	4.9	4.81	4.92	184.27	187.63	184.12	3.64	5.65	6.33	2.5	2.62	3.17
Khe15874	2.14	1.93	2.32	1.86	1.73	1.78	5.92	6.31	5.8	0.46	0.74	0.81	21.51	23.76	22.04	2.36	2.27	1.9
Khe15889	26.26	26.7	27.02	43.37	43.13	45.29	19.68	20.17	19.27	5.97	5.81	5.56	14.76	17.14	16.98	18.47	19.62	18.96
Khe16616	2.76	3.25	2.51	2.11	2.76	2.34	0.95	1.27	1.08	1.1	0.95	1.08	4.37	7.39	8.81	6.94	7.27	6.67
Khe16673	0	0.06	0	0.07	0.03	0.28	0.3	0.08	0.25	0	0	0	0.31	0.69	1.19	0	0	0.06
Khe16674	6.58	5.07	7.31	5.82	6.15	6.09	28.72	29.3	31.23	0.49	0.63	0.42	36.18	28.78	27.99	0.41	0.3	0.27
Khe17452	0.27	0.15	0.2	286.67	285.77	279.85	220.09	238.35	240.83	3.68	3.51	3.1	0.06	0.05	0.21	0	0.13	0.17
Khe17454	0.43	0.46	0.38	395.15	402.82	397.17	244.83	247.88	251.3	8.65	7.99	7.79	0.22	0.02	0.12	0.08	0.03	0.05
Khe17456	0	0	0	17.65	19.68	16.28	18.22	15.5	10.91	0.31	0.03	0.14	0.13	0.05	0.06	0	0	0
Khe17458	0.34	0.43	0.39	447.24	448.93	441.52	67.27	67.02	69.4	2.79	3.11	3.41	0.09	0.1	0.12	0.1	0.09	0.14
Khe17460	3.48	2.72	2.94	556.85	554.98	556.13	109.03	109.88	113.96	19.68	20.07	19.68	0.13	0.53	0.8	1.14	0.96	1.13
Khe17463	12.82	13.21	12.72	56.77	56.71	53.83	24.33	25.03	27.14	0.06	0.13	0.05	0.19	1.67	1.36	1.56	1.72	1.51
Khe17476	1.24	1.14	1.28	3.57	3.23	3.51	1.01	1.01	1.25	0	0.04	0.07	121.34	185.94	179.42	0.13	0.21	0.07
Khe17493	1.07	0.75	1.51	121.95	135.56	125.24	129.47	129.7	132.6	0	0	0	0.83	1.76	1.65	0	0.14	0.03
Khe17503	2.35	1.53	1.94	278.85	279.83	291.1	341.62	329.13	339.36	0.03	0	0	4.47	4.2	3.48	0.11	0.08	0.15
Khe17505	0.8	0.95	0.78	0	0	0	0	0	0	0.04	0.02	0	7.39	25.38	25.41	0.1	0.17	0.09
Khe17508	134.85	150.68	136.25	118.84	117.15	119.15	142	138.76	143.83	54.08	55.07	53.19	103.42	73.76	71.9	120.26	123.16	121.58
Khe17515	4.64	4.17	4.56	43.58	43.17	44.5	0.42	0.41	0.49	19.49	17.78	18.98	3.2	1.41	1.19	0.81	0.99	0.91
Khe17536	0.8	0.64	0.88	0.6	0.49	0.53	1.09	0.93	1.45	0.22	0	0.14	17.55	41.99	43.18	0	0.02	0.02
Khe17537	0.15	0.25	0.31	0.39	0.89	0.68	0.6	0.43	0.87	0.36	0.14	0.36	5.95	22.85	23.62	0	0	0
Khe17875	2.33	2.66	2.63	0.51	0.54	0.49	0	0	0	33.03	30.86	30.97	2.23	1.31	1.15	0.27	0.24	0.34
Khe17876	3.25	3.74	3.35	0.55	0.54	0.56	0	0	0	38.63	37.11	36.94	2.45	2	1.56	0.49	0.33	0.63
Khe17880	12.04	14.88	13.42	1.47	1.1	1.4	0.08	0.16	0.1	66.23	61.31	64.81	10.22	14.37	14.04	3.53	3.22	2.6
Khe18035	0	0	0	0	0	0.03	0.12	0	0.06	0	0	0	0.75	0.14	0.26	0.06	0	0
Khe18206	6.28	7.5	6.09	30.7	32.01	32.63	58.67	61.27	63.14	92.97	93.62	95.46	30.38	37.22	36.62	3.91	3.54	3.61
Khe18630	1.17	1.18	1.28	0.02	0	0	0.11	0.19	0.14	0.06	0.08	0.09	2.15	2.96	3.49	0.09	0.15	0.27
Khe18631	1.62	2.1	2.18	0.06	0.1	0.03	0.03	0.04	0.09	2.62	2.97	2.57	56.01	17.4	18.44	5.2	4.88	5.23
Khe18632	6.32	7.36	6.79	0.02	0.01	0.04	0.03	0.07	0.02	5.93	6.13	5.19	84.02	30.22	30.97	5.52	6.49	5.75
Khe19059	0	0.08	0.03	0	0.02	0	0	0.04	0.03	0	0	0	7.14	32.89	34.31	0	0	0.02
Khe19078	0.23	0.2	0.27	0.24	0.06	0.12	0.34	0.44	0.13	0.04	0.13	0	1.99	2.25	2.05	0.29	0.47	0.32
Khe19203	272.47	273.48	277.56	116.7	118.68	117.82	49.7	55.13	54.42	96.15	94.36	92.55	114.94	76.24	71.47	303.71	306.77	301.78
Khe19213	2.49	2.35	2.67	2.62	2.48	1.86	0.62	0.5	0.56	0.19	0.23	0.22	0.91	4.12	4.27	0.31	0.44	0.47
Khe19352	0	0	0	0	0	0	0	0.02	0	0	0	0	6.77	28.25	27.76	0	0	0
Khe19353	0.13	0.29	0.11	0.04	0	0.02	0.12	0.05	0.1	0	0	0	57.44	109.15	108.61	0.07	0	0
Khe19354	0	0	0	0.02	0	0	0	0	0	0	0	0	0.07	0	0.1	0	0	0
Khe19358	0.18	0.11	0.27	0	0	0	0	0	0	0	0.04	0.04	0	0	0	0.04	0.04	0
Khe19359	0	0	0	0	0	0	0.05	0	0.02	0	0	0	21.49	69.32	71.76	0	0	0
Khe19690	11.75	10.08	11.75	3.35	2.89	3.05	16.41	16.68	16.82	0.01	0.02	0.07	93.02	159.91	160.75	1.12	1.27	0.87
Khe19704	0.3	0.13	0.16	1.54	1.16	1.24	3.1	3.96	3.22	0.05	0.04	0.13	25.33	5.04	5	0	0	0.1
Khe19863	0	0.03	0	8.59	8.15	8.48	2.9	2.67	2.86	0.03	0	0	4.13	9.9	8.68	0.64	0.92	0.97
Khe19975	0.93	0.82	0.74	0.18	0.05	0.08	0.86	0.71	0.74	0	0.03	0	59.02	56.48	54.86	0.24	0.38	0.35
Khe19977	0.05	0.01	0	0.02	0	0	0.05	0	0.04	0	0	0.02	3.47	1.48	1.48	0.02	0	0.02
Khe19979	0	0.35	0.79	2.13	1.03	2.29	4.11	5.91	5.06	0	0	0.08	21.26	32.92	31.61	0.56	0.48	0.35
Khe19980	3.77	2.7	3.35	0	0.85	0.1	5.69	5.11	5.83	0	0.01	0.32	127.53	135.46	132.47	0.26	0.34	0.3
Khe20446	3.33	4.37	3.95	0.25	0.08	0.15	0	0	0	0	0	0	0.12	0.02	0.02	0.05	0.05	0.17
Khe21084	0	0	0	0.11	0.09	0	0.37	0.29	0.21	0	0	0	0	0.09	0	0.04	0	0
Khe21131	61.84	60.37	64.89	66.5	70.04	68.98	71.21	71.9	70.32	20.43	18.6	20.74	15.74	19.62	19.17	31.22	30.58	29.27
Khe21166	1.72	2.02	1.76	6.37	6.99	7.4	9.2	9.27	8.91	5.16	4.53	5.24	2.57	5.6	5.07	2.77	3.09	3.31
Khe21170	2.8	2.67	2.83	2.32	3.08	2.79	4.79	5.01	4.96	2.9	2.19	2.93	12.3	16.95	17.54	2.48	2.9	2.61
Khe21178	2.9	3.63	2.89	0.43	0.47	0.54	0.64	0.45	0.6	1.37	1.19	1.22	0.89	1.67	1.64	8.56	7.48	8.31
Khe21316	5.29	4.47	5.05	2	1.39	1.08	0.84	0.96	0.84	0.61	0.84	0.69	98.45	87.61	87.41	0.95	0.68	0.95
Khe21318	0.26	0.41	0.48	5.76	5.83	6.17	0.09	0.07	0.04	0.21	0.13	0.24	14.57	20.93	21.15	0.34	0.23	0.27
Khe21801	0.47	1.24	0.27	0	0.22	0.36	0.63	0.35	0.38	0	0	0	0.44	0.53	0.22	0	1.1	0.44
Khe21851	0.31	0.25	0.22	0.39	0.58	0.37	0.15	0.26	0.37	3.96	3.57	3.09	4.24	0.89	1.05	0.15	0.08	0.05
Khe21958	0.13	0.07	0.14	0	0	0	0.07	0.07	0	0.07	0	0.14	0.71	1.57	1.85	0.15	0.59	0
Khe22532	0	0	0	2.19	2.74	2.66	1.57	2	1.88	0	0	0	0	0	0	0	0	0
Khe22590	15.36	14.72	14.11	9.51	8.75	9.94	12.01	12.92	12.67	54.68	54.01	55.56	6.96	7.15	7.32	19.02	18.23	19.96
Khe22693	0	0	0.03	0.05	0	0	0.04	0.1	0.09	0.07	0.06	0	1.39	1.84	2.19	0.09	0	0.08
Khe22838	18.45	23.1	19.93	2.19	2.21	2.5	0.39	0.36	0.53	45.26	41.57	45.68	80.78	91.43	89.36	14.31	13.71	13.13
Khe22848	0.52	0.57	0.4	0.75	0.93	0.84	0.78	0.97	1.12	25.31	24.39	26.19	0	0.05	0	0.05	0	0.09
Khe22853	0.07	0	0.01	0	0	0	0	0	0	0	0	0	96.74	328.96	337.84	0	0	0
Khe22857	4.15	3.82	4.1	21.13	22.18	21.88	19.16	20.7	21.97	39.5	37.13	40.37	1.71	0.12	0.11	0.06	0.05	0.05
Khe22862	1	1.86	1.52	0.09	0.11	0.12	0.63	0.69	0.76	0.15	0.19	0.18	5.82	1.53	1.49	1.3	0.89	1.07
Khe22888	11.85	15.45	13.87	10.66	11.45	11.39	9.19	9.43	9.82	22.73	21.23	22.12	7.09	6.11	6.25	0.81	1	0.93
Khe22890	0	0.01	0	0.13	0.05	0.1	0	0	0.03	0	0.06	0.06	0.76	22.63	21.79	0	0	0
Khe22893	0.38	0.47	0.74	19.34	21.14	20.65	24.32	21.89	20.31	0.6	0.66	0.54	43.81	18.34	18.57	2.04	1.58	2.21
Khe22921	0	0	0	0.05	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0
Khe22922	0.44	0.37	0.39	0.02	0.24	0.11	0.06	0	0	0	0	0.03	13.94	13.67	13.04	0.28	0.25	0.19
Khe22923	0.17	0.22	0.25	0	0.04	0	0.06	0	0.08	0.23	0.12	0.06	50.77	9.54	10.2	0.82	1.02	0.76
Khe22924	0.9	1.05	1.35	0.03	0	0.01	0	0.03	0	0.39	0.38	0.52	54.29	8.2	8.39	6.12	6.48	6.35
Khe22928	0	0	0	0.09	0	0.01	0	0	0	0.19	0.18	0.19	8.05	0.83	1.27	0	0.03	0
Khe22929	0	0.04	0.04	0	0	0	0	0	0	10.08	9.88	10.13	21.17	5.2	4.85	0	0.03	0
Khe22930	0.14	0.11	0.1	0.51	0.26	0.29	0.27	0.37	0.62	0.18	0.02	0.12	71.82	32.07	33.32	0.13	0.08	0.07
Khe22992	21.39	19.82	21.06	0.08	0.01	0.04	1.29	1.24	1	0.03	0.02	0.05	60	33	32.39	0.43	0.56	0.22
Khe23638	32.53	33.28	32.61	42.95	43.6	44.12	21.34	21.8	21.94	13.45	15.33	14.63	52	51.97	51.52	10.37	12.41	10.7
Khe23790	0.83	0.91	0.63	3.91	3.67	4.02	1.01	0.9	1.16	0.95	0.91	0.9	2.16	5.26	4.7	0.48	0.42	0.6
Khe23791	0.13	0.18	0.23	0.06	0.05	0.09	0.34	0.25	0.32	0	0	0	45.45	126.29	128.23	0.05	0.05	0
Khe23796	1.58	1.31	1.23	18.19	17.05	21	4.04	3.81	4.02	1.3	1.4	1.75	5.75	10.61	9.85	0	0	0.16
Khe23797	0.15	0.12	0.13	0.01	0	0	0.03	0.03	0.06	0.03	0	0	38.39	63.89	65.78	0	0	0
Khe23799	0	0	0	0	0	0	0	0	0	0.27	0.37	0.2	0.21	0.67	0.62	0	0	0
